DateOfMatch,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,Con10,MatchesID,ConID
08/05/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2579,6957
05/09/2020,AJ Macginty,AJ Macginty,AJ Macginty,AJ Macginty,NULL,NULL,NULL,NULL,NULL,NULL,2580,6958
09/09/2020,Rob du Preez,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2581,6959
13/09/2020,AJ Macginty,AJ Macginty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2582,6960
29/09/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2583,6961
07/10/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2584,6962
11/09/1999,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2585,6963
25/09/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2586,6964
02/10/1999,Steve Davidson,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2587,6965
10/10/1999,Joe Shaw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2588,6966
17/10/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2589,6967
29/10/1999,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2590,6968
05/11/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2591,6969
13/11/1999,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2592,6970
04/12/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2593,6971
26/12/1999,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2594,6972
29/12/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2595,6973
23/01/2000,Nicky Little,Nicky Little,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2596,6974
12/02/2000,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2597,6975
08/03/2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2598,6976
12/03/2000,Nicky Little,Nicky Little,Nicky Little,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,2599,6977
25/03/2000,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2600,6978
08/04/2000,Nicky Little,Nicky Little,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2601,6979
15/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2602,6980
22/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2603,6981
30/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2604,6982
06/05/2000,Nicky Little,Nicky Little,Nicky Little,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2605,6983
14/05/2000,Paul Knight,Paul Knight,Paul Knight,Joe Shaw,NULL,NULL,NULL,NULL,NULL,NULL,2606,6984
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6985
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6986
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6987
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6988
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6989
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6990
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6991
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6992
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6993
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6994
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6995
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6996
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6997
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6998
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6999
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7001
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7002
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7003
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7004
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7005
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7006
09/02/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7034
23/02/2002,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7035
09/03/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7036
16/03/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7037
31/03/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7038
13/04/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7039
19/04/2002,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7040
05/05/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7041
08/05/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7042
12/05/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,7043
30/08/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7044
07/09/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7045
13/09/2002,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7046
20/09/2002,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7047
27/09/2002,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7048
05/10/2002,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7049
27/10/2002,Nick Walshe,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7050
01/11/2002,Nick Walshe,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7051
10/11/2002,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7052
15/11/2002,Nick Walshe,Nick Walshe,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7053
24/11/2002,Nick Walshe,Nick Walshe,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7054
29/11/2002,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7055
29/12/2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7056
03/01/2003,Jos Baxendell,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7057
02/02/2003,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7058
08/02/2003,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7059
15/03/2003,Jos Baxendell,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7060
06/04/2003,Jos Baxendell,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7061
18/04/2003,Jos Baxendell,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7062
26/04/2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7063
03/05/2003,Nick Walshe,Nick Walshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7064
10/05/2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7065
12/09/2003,Jos Baxendell,Jos Baxendell,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7066
21/09/2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7067
26/09/2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7068
04/10/2003,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7069
10/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7070
17/10/2003,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7071
25/10/2003,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7072
31/10/2003,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7073
08/11/2003,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7074
21/11/2003,Charlie Hodgson,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7075
30/11/2003,Braam van Straaten,Braam van Straaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7076
19/12/2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7077
27/12/2003,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7078
04/01/2004,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7079
06/02/2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7080
14/02/2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7081
21/02/2004,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7082
26/03/2004,Mike Hercus,Mike Hercus,Mike Hercus,Mike Hercus,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,7083
03/04/2004,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7084
23/04/2004,Mike Hercus,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7085
02/05/2004,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7086
08/05/2004,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7087
05/09/2004,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7088
11/09/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7089
17/09/2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7090
24/09/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,7091
03/10/2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7092
08/10/2004,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7093
16/10/2004,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7094
05/11/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7095
13/11/2004,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7096
19/11/2004,Byron Hayward,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7097
26/11/2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7098
27/12/2004,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7099
02/01/2005,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7100
29/01/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7101
06/02/2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7102
18/02/2005,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7103
25/02/2005,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7104
13/03/2005,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7105
25/03/2005,Mike Hercus,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7106
09/04/2005,Mike Hercus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7107
15/04/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7108
30/04/2005,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7109
07/05/2005,Charlie Hodgson,Richard Wigglesworth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7110
03/09/2006,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7111
09/09/2006,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7112
15/09/2006,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7113
22/09/2006,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7114
15/10/2006,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7115
03/11/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7116
10/11/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7117
17/11/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7118
24/11/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7119
22/12/2006,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7120
26/12/2006,Richard Wigglesworth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7121
01/01/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7122
06/01/2007,Richard Wigglesworth,Richard Wigglesworth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7123
27/01/2007,Geraint Rhys Jones,Geraint Rhys Jones,Geraint Rhys Jones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7124
18/02/2007,Geraint Rhys Jones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7125
23/02/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7126
04/03/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7127
09/03/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7128
17/03/2007,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7129
06/04/2007,Geraint Rhys Jones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7130
13/04/2007,Lee Thomas,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7131
28/04/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7132
16/09/2007,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7133
23/09/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7134
29/09/2007,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7135
05/10/2007,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7136
13/10/2007,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7137
19/10/2007,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7138
23/11/2007,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7139
23/12/2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7140
30/12/2007,Charlie Hodgson,Julien Laharrague,Julien Laharrague,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7141
06/01/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7142
25/01/2008,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7143
15/02/2008,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7144
23/02/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7145
29/02/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7146
09/03/2008,Luke McAlister,Luke McAlister,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7147
14/03/2008,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7148
28/03/2008,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7149
11/04/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7150
15/04/2008,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7151
20/04/2008,Charlie Hodgson,Charlie Hodgson,Luke McAlister,Luke McAlister,Luke McAlister,NULL,NULL,NULL,NULL,NULL,NULL,7152
04/05/2008,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7153
10/05/2008,Luke McAlister,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7154
02/09/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7155
08/09/2001,Charlie Hodgson,Charlie Hodgson,Jos Baxendell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7156
16/09/2001,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7157
22/09/2001,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7158
13/10/2001,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7159
20/10/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7160
11/11/2001,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7161
17/11/2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7162
25/11/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7163
01/12/2001,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7164
08/12/2001,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7165
27/12/2001,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7166
20/11/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7167
27/11/2020,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7168
06/12/2020,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7169
12/12/2020,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7170
19/12/2020,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7171
27/12/2020,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7172
02/01/2021,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7173
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7174
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7175
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7176
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7177
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7178
20/11/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7179
27/11/2020,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7180
06/12/2020,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7181
12/12/2020,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7182
19/12/2020,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7183
27/12/2020,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7184
02/01/2021,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7185
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7186
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7187
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7188
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7189
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7190
08/01/2021,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7191
29/01/2021,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7192
05/02/2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7193
12/02/2021,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7194
20/02/2021,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7195
26/02/2021,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7196
05/03/2021,Rob du Preez,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7197
13/03/2021,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7198
21/03/2021,Rob du Preez,AJ MacGinty,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7199
27/03/2021,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7200
04/04/2021,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,7201
